no_trees,depth,no_features,no_thresholds,no_leaves,our_bits,lgb_bits,logloss,rmse,accuracy,tinygbdt_penalty_feature,tinygbdt_penalty_split,max_trees
29,5,9,692,470,37128,50240,0,0.584195,0.7395595693079959,0.000976562,0.0625,1000
26,7,9,823,556,77752,60112,0,0.589109,0.7351598953136917,0.000976562,0.0625,1000
44,3,9,458,307,20579,30784,0,0.592886,0.7317527613138495,0.000976562,0.0625,5000
29,5,9,692,470,37128,50240,0,0.584195,0.7395595693079959,0.000976562,0.0625,5000
26,7,9,823,556,77752,60112,0,0.589109,0.7351598953136917,0.000976562,0.0625,5000
44,3,9,458,307,20579,30784,0,0.592886,0.7317527613138495,0.000976562,0.0625,10000
29,5,9,692,470,37128,50240,0,0.584195,0.7395595693079959,0.000976562,0.0625,10000
26,7,9,823,556,77752,60112,0,0.589109,0.7351598953136917,0.000976562,0.0625,10000
44,3,9,458,307,20579,30784,0,0.592886,0.7317527613138495,0.000976562,0.0625,100000
29,5,9,692,470,37128,50240,0,0.584195,0.7395595693079959,0.000976562,0.0625,100000
