no_trees,depth,no_features,no_thresholds,no_leaves,our_bits,lgb_bits,logloss,rmse,accuracy,tinygbdt_penalty_feature,tinygbdt_penalty_split
0.0,7.0,5.0,14.0,2.0,1598.0,144.0,0.0,0.0,0.6228070175438597,0.25,16384.0
4.0,5.0,6.0,17.0,10.0,1706.0,720.0,0.0,0.0,0.9298245614035088,2.0,8.0
1.0,5.0,6.0,31.0,4.0,11265.0,288.0,0.0,0.0,0.6228070175438597,1.0,32.0
16.0,5.0,6.0,51.0,37.0,3026.0,2784.0,0.0,0.0,0.956140350877193,1.0,0.125
1.0,3.0,2.0,3.0,4.0,362.0,288.0,0.0,0.0,0.6228070175438597,2.0,64.0
0.0,7.0,2.0,3.0,2.0,170.0,144.0,0.0,0.0,0.6228070175438597,2.0,128.0
12.0,3.0,6.0,48.0,26.0,2859.0,1872.0,0.0,0.0,0.9385964912280702,2.0,0.000976562
0.0,7.0,4.0,9.0,2.0,2235.0,144.0,0.0,0.0,0.6228070175438597,2.0,4096.0
20.0,5.0,6.0,39.0,56.0,15617.0,4592.0,0.0,0.0,0.956140350877193,0.25,0.25
6.0,3.0,6.0,43.0,14.0,2558.0,1008.0,0.0,0.0,0.9385964912280702,2.0,4.0
10.0,5.0,4.0,9.0,26.0,435.0,2032.0,0.0,0.0,0.9385964912280702,0.25,2.0
13.0,3.0,11.0,139.0,30.0,7209.0,2240.0,0.0,0.0,0.9473684210526315,1.0,0.5
10.0,3.0,6.0,43.0,22.0,2558.0,1584.0,0.0,0.0,0.9385964912280702,2.0,0.5
20.0,7.0,2.0,3.0,56.0,362.0,4592.0,0.0,0.0,0.956140350877193,0.25,0.25
10.0,7.0,2.0,3.0,26.0,170.0,2032.0,0.0,0.0,0.9385964912280702,0.25,2.0
16.0,7.0,6.0,31.0,37.0,3585.0,2784.0,0.0,0.0,0.956140350877193,1.0,0.125
1.0,7.0,6.0,17.0,4.0,5066.0,288.0,0.0,0.0,0.6228070175438597,1.0,32.0
4.0,7.0,6.0,39.0,10.0,4865.0,720.0,0.0,0.0,0.9298245614035088,2.0,8.0
0.0,5.0,5.0,12.0,2.0,608.0,144.0,0.0,0.0,0.6228070175438597,0.25,16384.0
0.0,5.0,4.0,9.0,2.0,795.0,144.0,0.0,0.0,0.6228070175438597,2.0,4096.0
0.0,5.0,6.0,51.0,2.0,23546.0,144.0,0.0,0.0,0.6228070175438597,2.0,128.0
16.0,3.0,5.0,14.0,43.0,1598.0,3456.0,0.0,0.0,0.956140350877193,0.25,0.5
0.0,5.0,6.0,35.0,2.0,3977.0,144.0,0.0,0.0,0.6228070175438597,1.0,256.0
7.0,3.0,2.0,3.0,16.0,362.0,1152.0,0.0,0.0,0.9385964912280702,2.0,2.0
11.0,5.0,2.0,3.0,26.0,170.0,1952.0,0.0,0.0,0.9385964912280702,1.0,1.0
1.0,7.0,9.0,88.0,4.0,4969.0,288.0,0.0,0.0,0.6228070175438597,2.0,32.0
7.0,3.0,2.0,3.0,19.0,122.0,1488.0,0.0,0.0,0.9298245614035088,0.25,4.0
1.0,3.0,5.0,14.0,4.0,4958.0,288.0,0.0,0.0,0.6228070175438597,2.0,32.0
18.0,7.0,5.0,14.0,41.0,758.0,3072.0,0.0,0.0,0.956140350877193,1.0,0.00195312
0.0,3.0,2.0,3.0,2.0,170.0,144.0,0.0,0.0,0.6228070175438597,2.0,128.0
